date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,speculation_change,speculation_change_rate,speculation_change_rate_rank,speculation_fast_rise_signal,speculation_fast_drop_signal,signal_type,signal,position,position_scale
2023-11-30,110726.40226646671,106840.2284561332,111735.6908895819,106814.20630742217,812131.0,88572872400.0,328597.0,0.9048295812780548,21,speculation_change_rate,-0.27035668939701707,-0.3151994798635599,-0.27035668939701707,0.15,0,0,none,0,1.0,1.0
2023-12-01,106833.25105686624,103008.64174088642,107247.97081685532,101791.47752546276,1143458.0,118743348200.0,331785.0,1.2373251146707174,21,speculation_change_rate,0.3944436707386778,0.3324955333926626,0.3944436707386778,0.9,0,0,none,0,1.0,1.0
2023-12-04,102804.565662141,96704.46664097524,103934.07980908731,96699.38168918368,1245916.0,124877673400.0,368476.0,1.2182507007370564,21,speculation_change_rate,-0.018893648456625,-0.01907441393366094,-0.018893648456625,0.3,0,0,none,0,1.0,1.0
2023-12-05,95753.96487306576,91488.87545841128,96397.56559201202,91488.76072926956,677173.0,63442341150.0,389661.0,0.5526496490566544,21,speculation_change_rate,-0.4860354843859608,-0.6656010516804021,-0.4860354843859608,0.0,0,1,fast_drop,1,0.0,0.0
2023-12-06,88514.9581104296,92685.57123121686,92978.61417035192,85303.32683720482,1518548.0,135562131300.0,388713.0,1.362668612012835,21,speculation_change_rate,1.2479506140612902,0.8100189629561807,1.2479506140612902,1.0,1,0,fast_rise,1,0.0,0.0
2023-12-07,93682.81970505732,95331.93392971825,95331.93392971825,91263.35842922635,533651.0,49656167450.0,418857.0,0.242212494358547,21,speculation_change_rate,-0.6738689934165203,-1.120456117654288,-0.6738689934165203,0.0,0,1,fast_drop,1,0.0,0.0
2023-12-11,113682.55448707944,97124.60930398648,113897.78987183016,96300.91758131496,1345262.0,139211334700.0,308040.0,1.474114423933736,21,speculation_change_rate,2.427742665721652,1.231901929575189,2.427742665721652,1.0,1,0,fast_rise,1,0.0,0.0
2023-12-12,96374.01904584012,93946.71264616384,97418.86663471408,93118.08617905992,824677.0,77952011500.0,323695.0,0.9351900801091856,21,speculation_change_rate,-0.41662457361828653,-0.5389243438245505,-0.41662457361828653,0.1,0,0,none,0,1.0,1.0
2023-12-13,92811.3279349734,105012.27001922044,105206.2561054408,89797.50155962983,956548.0,90545706100.0,323614.0,1.083779523043371,21,speculation_change_rate,0.16019656451871933,0.14858944293418552,0.16019656451871933,0.7,0,0,none,0,1.0,1.0
2023-12-14,104107.585604222,102057.15752276892,105141.47707261008,92997.86370138676,1141109.0,114881497350.0,307327.0,1.3118435482351096,21,speculation_change_rate,0.2561657491106881,0.22806402519173852,0.2561657491106881,0.8,0,0,none,0,1.0,1.0
2023-12-15,101507.10419639751,103836.16664647858,107194.5513846772,100131.39740134776,646474.0,67820160000.0,305461.0,0.7497108699645427,21,speculation_change_rate,-0.43000784321274277,-0.5621326782705669,-0.43000784321274277,0.1,0,0,none,0,1.0,1.0
2023-12-18,103800.93654378197,102275.61099355902,107335.12660760766,99667.46863686116,569721.0,59290835650.0,300576.0,0.6394461335009323,21,speculation_change_rate,-0.1044029932747571,-0.11026473646361046,-0.1044029932747571,0.3,0,0,none,0,1.0,1.0
2023-12-19,101723.92662138106,101423.8115274905,103350.357934707,100274.79636388956,298219.0,30470722050.0,295884.0,0.0078606303055067,21,speculation_change_rate,-0.46825195592904323,-0.6315855031954256,-0.46825195592904323,0.1,0,0,none,0,1.0,1.0
2023-12-20,101388.28076643612,100354.27599033044,102954.49723716373,99966.1815520751,196646.0,20000387050.0,294119.0,-0.4025792893853374,21,speculation_change_rate,-0.3366416384680695,-0.4104399196908441,-0.3366416384680695,0.25,0,0,none,0,1.0,1.0
2023-12-21,99598.42637405902,97269.5430794462,101283.21083218134,95080.95180991782,383406.0,37478460300.0,288409.0,0.2847148683600652,21,speculation_change_rate,0.9883281455072912,0.6872941577454026,0.9883281455072912,0.9,0,0,none,0,1.0,1.0
2023-12-22,96812.32289349158,100221.330413198,102848.68915489792,95830.57252670804,381515.0,38277073350.0,289256.0,0.2768380592709572,21,speculation_change_rate,-0.00784586831986911,-0.007876809089107983,-0.00784586831986911,0.5,0,0,none,0,1.0,1.0
2023-12-25,99974.75419007915,102100.52780946268,103087.86945357508,99542.12942017522,189634.0,19333367850.0,292814.0,-0.4344416965130948,21,speculation_change_rate,-0.5089845846148651,-0.711279755784052,-0.5089845846148651,0.05,0,0,none,0,1.0,1.0
2023-12-26,102232.5694818798,106402.42521607364,107313.86509376472,101912.21144463628,324872.0,34370484200.0,285088.0,0.1306333540598918,21,speculation_change_rate,0.759579835241295,0.5650750505729866,0.759579835241295,0.85,0,0,none,0,1.0,1.0
2023-12-27,106446.81022800092,105131.18246910564,108667.19131939267,102963.27323485343,320828.0,33952738950.0,278206.0,0.142543307504434,21,speculation_change_rate,0.011981159345602288,0.01190995344454221,0.011981159345602288,0.55,0,0,none,0,1.0,1.0
2023-12-28,104913.56086110733,105819.35906042664,106674.47564560152,103861.88366437687,178958.0,18952421550.0,280042.0,-0.4477884504826653,21,speculation_change_rate,-0.44585658726748156,-0.5903317579870992,-0.44585658726748156,0.2,0,0,none,0,1.0,1.0
